,Player,Link,StartYear,EndYear,Position,Tenure,Height,Weight,Birthday,All_Star_apps,All_NBA_apps,All_Def_apps,HOF,Games,PPG,TRPG,APG,FG_pct,3_pt_pct,FT_pct,eFG_pct,PER,WS,Avg Games Played,> Avg Games
324,Bison Dele,/players/d/delebi01.html,1992,1999,FC,7,206,106,1969-04-06,0,0,0,0,413,11.0,6.2,1.1,52.8,14.3,69.1,52.8,16.5,22.8,59.0,0
325,Carlos Delfino,/players/d/delfica01.html,2005,2013,G,8,198,104,1982-08-29,0,0,0,0,507,8.1,3.6,1.7,40.1,36.5,75.8,49.4,12.6,22.5,63.375,1
326,Tony Delk,/players/d/delkto01.html,1997,2006,G,9,185,85,1974-01-28,0,0,0,0,545,9.1,2.5,1.9,40.8,34.3,76.9,45.9,13.7,19.5,60.55555555555556,0
327,Randy Denton,/players/d/dentora01.html,1972,1977,C,5,208,108,1949-02-18,0,0,0,0,413,11.5,8.6,1.3,47.3,21.4,77.9,47.3,17.3,20.2,82.6,1
328,Dan Dickau,/players/d/dickada01.html,2003,2008,G,5,183,86,1978-09-16,0,0,0,0,300,5.8,1.4,2.5,40.1,34.1,83.1,46.0,12.9,5.9,60.0,0
330,Coby Dietrick,/players/d/dietrco01.html,1971,1983,CF,12,208,99,1948-07-23,0,0,0,0,842,6.1,4.5,2.1,46.2,19.4,73.5,46.3,12.6,27.7,70.16666666666667,1
331,Ike Diogu,/players/d/dioguik01.html,2006,2012,F,6,203,113,1983-09-11,0,0,0,0,225,6.0,3.1,0.3,50.9,50.0,78.6,51.0,15.6,6.5,37.5,0
332,DeSagana Diop,/players/d/diopde01.html,2002,2013,C,11,213,136,1982-01-30,0,0,0,0,601,2.0,3.7,0.4,42.7,16.7,46.7,42.8,9.8,12.8,54.63636363636363,0
334,Vlade Divac,/players/d/divacvl01.html,1990,2005,C,15,216,110,1968-02-03,1,0,0,Hall of Fame,1134,11.8,8.2,3.1,49.5,23.5,69.2,50.0,17.7,96.4,75.6,1
335,Juan Dixon,/players/d/dixonju01.html,2003,2009,G,6,190,74,1978-10-09,0,0,0,0,436,8.4,1.9,1.8,41.3,34.1,83.3,46.1,12.8,6.1,72.66666666666667,1
336,Michael Doleac,/players/d/doleami01.html,1999,2008,C,9,211,118,1977-06-15,0,0,0,0,587,4.9,3.3,0.6,43.9,12.5,79.1,43.9,10.8,12.7,65.22222222222223,1
337,James Donaldson,/players/d/donalja01.html,1981,1995,C,14,218,124,1957-08-16,1,0,0,0,957,8.6,7.8,0.8,57.1,-,73.2,57.1,13.8,62.3,68.35714285714286,1
338,Keyon Dooling,/players/d/doolike01.html,2001,2013,G,12,190,88,1980-05-08,0,0,0,0,728,7.0,1.3,2.2,41.6,34.9,79.9,46.7,11.5,18.5,60.666666666666664,0
339,Joey Dorsey,/players/d/dorsejo01.html,2009,2015,F,6,203,121,1983-12-16,0,0,0,0,130,2.6,3.9,0.4,53.4,0.0,37.5,53.4,12.1,2.9,21.666666666666668,0
340,Leon Douglas,/players/d/douglle01.html,1977,1983,CF,6,208,104,1954-08-26,0,0,0,0,456,7.9,6.5,1.1,49.5,0.0,60.1,49.5,11.9,15.2,76.0,1
341,Sherman Douglas,/players/d/douglsh01.html,1990,2001,G,11,183,81,1966-09-15,0,0,0,0,765,11.0,2.2,5.9,48.4,26.7,67.8,49.5,15.1,32.9,69.54545454545455,1
342,Chris Douglas-Roberts,/players/d/douglch01.html,2009,2015,G,6,201,90,1987-01-08,0,0,0,0,222,7.1,2.1,1.1,43.9,32.9,83.1,47.1,11.5,5.4,37.0,0
343,Greg Dreiling,/players/d/dreilgr01.html,1987,1997,C,10,216,113,1962-11-07,0,0,0,0,474,2.1,2.1,0.4,46.7,33.3,64.9,46.9,7.4,4.0,47.4,0
344,Bryce Drew,/players/d/drewbr01.html,1999,2004,G,5,188,83,1974-09-21,0,0,0,0,243,4.4,1.2,2.2,38.2,37.1,83.0,45.1,9.6,2.4,48.6,0
345,John Drew,/players/d/drewjo01.html,1975,1985,FG,10,198,92,1954-09-30,2,0,0,0,739,20.7,6.9,1.7,47.0,17.5,74.8,47.1,20.7,68.9,73.9,1
346,Larry Drew,/players/d/drewla01.html,1981,1991,G,10,185,77,1958-04-02,0,0,0,0,714,11.4,1.8,5.2,46.7,29.1,79.8,47.5,14.0,24.4,71.4,1
347,Clyde Drexler,/players/d/drexlcl01.html,1984,1998,G,14,201,95,1962-06-22,10,5,0,Hall of Fame,1086,20.4,6.1,5.6,47.2,31.8,78.8,49.5,21.1,135.6,77.57142857142857,1
348,Kevin Duckworth,/players/d/duckwke01.html,1987,1997,C,10,213,124,1964-04-01,2,0,0,0,684,11.8,5.8,0.9,46.8,20.8,73.6,46.8,11.9,24.7,68.4,1
350,Chris Dudley,/players/d/dudlech02.html,1988,2003,C,15,211,106,1965-02-22,0,0,0,0,886,3.9,6.2,0.4,41.2,0.0,45.8,41.2,10.7,26.2,59.06666666666667,0
351,Chris Duhon,/players/d/duhonch01.html,2005,2013,G,8,185,83,1982-08-31,0,0,0,0,606,6.5,2.3,4.4,39.3,36.3,78.4,48.8,10.8,25.0,75.75,1
353,Joe Dumars,/players/d/dumarjo01.html,1986,1999,G,13,190,86,1963-05-24,6,3,5,Hall of Fame,1018,16.1,2.2,4.5,46.0,38.2,84.3,49.8,15.3,86.2,78.3076923076923,1
354,Tim Duncan,/players/d/duncati01.html,1998,2016,FC,18,211,113,1976-04-25,15,15,15,Hall of Fame,1392,19.0,10.8,3.0,50.6,17.9,69.6,50.7,24.2,206.4,77.33333333333333,1
355,Mike Dunleavy,/players/d/dunlemi01.html,1977,1990,G,13,190,81,1954-03-21,0,0,0,0,438,8.0,1.6,3.9,46.7,33.9,81.0,49.2,14.0,16.1,33.69230769230769,0
356,T.R. Dunn,/players/d/dunntr01.html,1978,1991,GF,13,193,87,1955-02-01,0,0,3,0,993,5.1,4.4,1.6,45.7,5.0,72.5,45.7,10.4,39.8,76.38461538461539,1
357,Ronald Dupree,/players/d/duprero01.html,2004,2011,F,7,201,94,1981-01-26,0,0,0,0,157,3.5,2.2,0.6,42.7,38.5,55.9,43.2,10.2,1.9,22.428571428571427,0
358,Ledell Eackles,/players/e/eacklle01.html,1989,1998,GF,9,196,99,1966-11-24,0,0,0,0,441,10.8,2.2,1.7,44.5,33.6,76.7,46.1,13.8,10.8,49.0,0
359,Jim Eakins,/players/e/eakinji01.html,1969,1978,C,9,211,97,1946-05-24,1,0,0,0,767,10.8,7.3,1.8,50.4,0.0,78.8,50.4,16.5,57.5,85.22222222222223,1
360,Mark Eaton,/players/e/eatonma01.html,1983,1993,C,10,224,124,1957-01-24,1,0,5,0,875,6.0,7.9,1.0,45.8,0.0,64.9,45.8,10.9,44.8,87.5,1
361,Tyus Edney,/players/e/edneyty01.html,1996,2001,G,5,178,68,1973-02-14,0,0,0,0,226,7.6,1.7,4.0,40.5,32.2,80.6,42.8,13.6,6.8,45.2,0
362,Blue Edwards,/players/e/edwarbl01.html,1990,1999,GF,9,193,90,1965-10-31,0,0,0,0,704,10.8,3.4,2.0,47.5,33.5,77.9,49.9,12.8,24.2,78.22222222222223,1
363,Franklin Edwards,/players/e/edwarfr01.html,1982,1988,G,6,185,77,1959-02-02,0,0,0,0,296,6.1,1.0,2.6,44.9,3.0,79.5,44.9,12.6,3.9,49.333333333333336,0
364,James Edwards,/players/e/edwarja01.html,1978,1996,CF,18,213,102,1955-11-22,0,0,0,0,1168,12.7,5.1,1.3,49.5,4.8,69.8,49.5,14.7,59.7,64.88888888888889,1
365,Kevin Edwards,/players/e/edwarke01.html,1989,2001,G,12,190,86,1965-10-30,0,0,0,0,604,10.9,2.7,2.7,42.3,33.5,80.3,43.7,12.7,12.5,50.333333333333336,0
367,Craig Ehlo,/players/e/ehlocr01.html,1984,1997,GF,13,198,81,1961-08-11,0,0,0,0,873,8.6,3.6,2.8,45.3,36.9,68.9,50.0,13.4,41.2,67.15384615384616,1
368,Howard Eisley,/players/e/eisleho01.html,1995,2006,G,11,188,80,1972-12-04,0,0,0,0,786,6.5,1.7,3.5,40.7,35.0,82.7,46.3,11.5,19.5,71.45454545454545,1
369,Obinna Ekezie,/players/e/ekeziob01.html,2000,2005,FC,5,206,122,1975-08-22,0,0,0,0,143,3.6,2.7,0.2,42.3,0.0,72.0,42.3,11.2,1.7,28.6,0
370,Mario Elie,/players/e/eliema01.html,1991,2001,GF,10,196,95,1963-11-26,0,0,0,0,732,8.6,2.8,2.6,47.3,36.5,85.4,53.7,13.1,48.9,73.2,1
371,Sean Elliott,/players/e/elliose01.html,1990,2001,F,11,203,92,1968-02-02,2,0,0,0,742,14.2,4.3,2.6,46.5,37.5,79.9,50.0,13.9,55.7,67.45454545454545,1
372,Dale Ellis,/players/e/ellisda01.html,1984,2000,GF,16,201,92,1960-08-06,1,0,0,0,1209,15.7,3.5,1.4,47.9,40.3,78.4,53.6,16.0,84.7,75.5625,1
374,LaPhonso Ellis,/players/e/ellisla01.html,1993,2003,F,10,203,108,1970-05-05,0,0,0,0,624,11.9,6.5,1.6,45.2,30.2,73.0,47.1,14.6,32.8,62.4,1
376,Pervis Ellison,/players/e/ellispe01.html,1990,2001,FC,11,206,95,1967-04-03,0,0,0,0,474,9.5,6.7,1.5,51.0,5.0,68.9,51.0,15.2,21.8,43.09090909090909,0
377,Len Elmore,/players/e/elmorle01.html,1975,1984,CF,9,206,99,1952-03-28,0,0,0,0,658,6.0,5.1,0.9,41.0,20.0,72.6,41.0,11.5,18.9,73.11111111111111,1
378,Francisco Elson,/players/e/elsonfr01.html,2004,2012,C,8,213,106,1976-02-28,0,0,0,0,472,3.7,3.5,0.6,47.8,18.8,70.0,47.9,10.0,11.7,59.0,0
379,Melvin Ely,/players/e/elyme01.html,2003,2014,C,11,208,117,1978-05-02,0,0,0,0,375,5.3,3.2,0.7,46.0,0.0,62.5,46.0,10.6,4.0,34.09090909090909,0
381,Andre Emmett,/players/e/emmetan01.html,2005,2012,F,7,196,104,1982-08-27,0,0,0,0,14,1.4,0.6,0.1,46.2,0.0,61.5,46.2,8.5,0.1,2.0,0
382,Chris Engler,/players/e/englech01.html,1983,1988,C,5,211,111,1959-03-01,0,0,0,0,195,1.8,2.0,0.2,41.1,-,67.7,41.1,7.2,0.6,39.0,0
383,Alex English,/players/e/englial01.html,1977,1991,F,14,201,86,1954-01-05,8,3,0,Hall of Fame,1193,21.5,5.5,3.6,50.7,21.7,83.2,50.7,19.9,100.7,85.21428571428571,1
385,Julius Erving,/players/e/ervinju01.html,1972,1987,FG,15,201,95,1950-02-22,16,7,0,Hall of Fame,1243,24.2,8.5,4.2,50.6,29.8,77.7,50.9,23.6,181.1,82.86666666666666,1
386,Maurice Evans,/players/e/evansma01.html,2002,2012,G,10,196,99,1978-11-08,0,0,0,0,562,6.7,2.5,0.7,44.2,36.3,78.5,50.8,11.9,21.7,56.2,0
387,Mike Evans,/players/e/evansmi01.html,1980,1988,G,8,185,77,1955-04-19,0,0,0,0,591,7.7,1.4,2.6,45.2,30.7,80.7,48.0,12.0,9.3,73.875,1
388,Reggie Evans,/players/e/evansre01.html,2003,2015,F,12,203,111,1980-05-18,0,0,0,0,809,4.1,7.1,0.6,46.5,9.1,52.8,46.6,11.7,27.1,67.41666666666667,1
389,Patrick Ewing,/players/e/ewingpa01.html,1986,2002,CF,16,213,108,1962-08-05,11,7,3,Hall of Fame,1183,21.0,9.8,1.9,50.4,15.2,74.0,50.5,21.0,126.4,73.9375,1
390,Jim Farmer,/players/f/farmeji01.html,1988,1994,G,6,193,86,1964-09-23,0,0,0,0,136,5.3,1.4,0.8,42.8,28.2,73.0,44.5,10.9,0.7,22.666666666666668,0
392,Dave Feitl,/players/f/feitlda01.html,1987,1992,C,5,211,106,1962-06-08,0,0,0,0,275,4.3,3.0,0.5,43.3,0.0,75.1,43.3,9.8,1.4,55.0,0
394,Eric Fernsten,/players/f/fernser01.html,1976,1984,CF,8,208,92,1953-11-01,0,0,0,0,218,2.4,1.7,0.4,44.5,-,67.5,44.5,11.7,3.3,27.25,0
396,Duane Ferrell,/players/f/ferredu01.html,1989,1999,FG,10,201,94,1965-02-28,0,0,0,0,583,6.4,1.9,0.9,48.0,28.8,75.0,48.7,12.9,15.7,58.3,0
398,Danny Ferry,/players/f/ferryda01.html,1991,2003,F,12,208,104,1966-10-17,0,0,0,0,917,7.0,2.8,1.3,44.6,39.3,84.0,50.6,11.8,34.8,76.41666666666667,1
400,Michael Finley,/players/f/finlemi01.html,1996,2010,GF,14,201,97,1973-03-06,2,0,0,0,1103,15.7,4.4,2.9,44.4,37.5,81.1,49.2,16.0,85.2,78.78571428571429,1
401,Derek Fisher,/players/f/fishede01.html,1997,2014,G,17,185,90,1974-08-09,0,0,0,0,1287,8.3,2.1,3.0,39.9,37.4,81.7,46.6,11.7,62.3,75.70588235294117,1
402,Marcus Fizer,/players/f/fizerma01.html,2001,2006,F,5,206,118,1978-08-10,0,0,0,0,289,9.6,4.6,1.2,43.5,19.1,69.1,43.9,13.4,2.7,57.8,0
404,Vern Fleming,/players/f/flemive01.html,1985,1996,G,11,196,83,1962-02-04,0,0,0,0,893,11.3,3.4,4.8,49.8,18.1,76.4,50.1,15.1,52.0,81.18181818181819,1
405,Sleepy Floyd,/players/f/floydsl01.html,1983,1995,G,12,190,77,1960-03-06,1,0,0,0,957,12.8,2.6,5.4,44.4,32.4,81.5,47.0,15.5,50.6,79.75,1
406,Chris Ford,/players/f/fordch01.html,1973,1982,GF,9,196,86,1949-01-11,0,0,0,0,794,9.2,3.0,3.4,46.0,37.5,73.1,46.9,12.2,35.6,88.22222222222223,1
407,Don Ford,/players/f/forddo01.html,1976,1982,F,6,206,97,1952-12-31,0,0,0,0,474,6.4,3.6,1.4,46.4,14.3,77.3,46.4,10.8,12.7,79.0,1
408,Phil Ford,/players/f/fordph01.html,1979,1985,G,6,188,79,1956-02-09,0,0,0,0,482,11.6,1.8,6.4,46.7,21.0,82.0,46.9,13.9,23.3,80.33333333333333,1
409,T.J. Ford,/players/f/fordtj01.html,2004,2012,G,8,183,74,1983-03-24,0,0,0,0,429,11.2,3.1,5.8,43.3,28.9,81.5,44.8,15.1,16.9,53.625,0
410,Danny Fortson,/players/f/fortsda01.html,1998,2007,F,9,201,117,1976-03-27,0,0,0,0,440,8.2,7.2,0.7,47.2,16.7,78.5,47.2,16.2,22.3,48.888888888888886,0
412,Greg Foster,/players/f/fostegr01.html,1991,2003,FC,12,211,108,1968-10-03,0,0,0,0,656,3.9,2.6,0.5,44.0,22.5,74.8,44.4,8.9,5.6,54.666666666666664,0
413,Jeff Foster,/players/f/fosteje01.html,2000,2012,FC,12,211,107,1977-01-16,0,0,0,0,764,4.9,6.9,0.9,49.7,13.0,61.5,49.8,14.2,47.5,63.666666666666664,1
416,Rick Fox,/players/f/foxri01.html,1992,2004,FG,12,201,104,1969-07-24,0,0,0,0,930,9.6,3.8,2.8,45.0,34.9,77.0,50.1,13.6,44.7,77.5,1
417,Adonal Foyle,/players/f/foylead01.html,1998,2009,C,11,208,113,1975-03-09,0,0,0,0,733,4.1,4.7,0.5,47.7,0.0,49.9,47.7,12.3,18.7,66.63636363636364,1
418,Steve Francis,/players/f/francst01.html,2000,2008,G,8,190,88,1977-02-21,3,0,0,0,576,18.1,5.6,6.0,42.9,34.1,79.7,46.3,18.3,54.1,72.0,1
419,Tellis Frank,/players/f/frankte01.html,1988,1994,FC,6,208,102,1965-04-26,0,0,0,0,264,6.5,3.9,1.0,43.9,0.0,74.1,43.9,10.3,4.0,44.0,0
420,Ronald Franz,/players/f/franzro01.html,1968,1973,F,5,201,92,1945-10-20,0,0,0,0,403,11.7,5.3,1.7,44.7,27.9,70.3,45.4,14.2,18.1,80.6,1
421,Walt Frazier,/players/f/fraziwa01.html,1968,1980,G,12,193,90,1945-03-29,7,6,7,Hall of Fame,825,18.9,5.9,6.1,49.0,0.0,78.6,49.0,19.1,113.5,68.75,1
422,World B. Free,/players/f/freewo01.html,1976,1988,G,12,188,83,1953-12-09,1,0,0,0,886,20.3,2.7,3.7,45.6,33.7,75.3,46.3,18.8,67.7,73.83333333333333,1
423,Donnie Freeman,/players/f/freemdo01.html,1968,1976,G,8,190,83,1944-07-18,5,0,0,0,648,18.9,3.5,3.5,45.6,15.1,80.0,45.7,18.2,58.0,81.0,1
425,Lawrence Funderburke,/players/f/fundela01.html,1998,2005,F,7,206,104,1970-12-15,0,0,0,0,318,6.4,3.6,0.6,50.6,11.8,67.5,50.6,16.4,12.9,45.42857142857143,0
427,Dan Gadzuric,/players/g/gadzuda01.html,2003,2012,C,9,211,108,1978-02-02,0,0,0,0,527,4.7,4.4,0.4,50.0,0.0,49.8,50.0,14.4,15.8,58.55555555555556,0
428,Corey Gaines,/players/g/gaineco01.html,1989,1995,G,6,190,88,1965-06-01,0,0,0,0,80,3.1,0.9,3.1,42.4,22.9,73.6,44.9,10.8,1.1,13.333333333333334,0
429,Mike Gale,/players/g/galemi01.html,1972,1982,G,10,193,83,1950-07-18,0,0,2,0,842,7.4,2.9,3.7,46.4,18.7,78.1,46.6,12.4,34.6,84.2,1
432,Kevin Gamble,/players/g/gamblke01.html,1988,1997,FG,9,196,95,1965-11-13,0,0,0,0,649,9.5,2.2,2.0,50.2,36.0,81.0,52.4,14.2,33.3,72.11111111111111,1
433,Francisco García,/players/g/garcifr01.html,2006,2015,FG,9,201,88,1981-12-31,0,0,0,0,549,7.9,2.6,1.4,42.7,35.7,79.9,50.7,12.3,18.2,61.0,0
434,Winston Garland,/players/g/garlawi01.html,1988,1995,G,7,188,77,1964-12-19,0,0,0,0,511,9.4,2.8,4.7,43.0,28.1,83.0,43.8,12.5,14.2,73.0,1
436,Kevin Garnett,/players/g/garneke01.html,1996,2016,FC,20,211,108,1976-05-19,15,9,12,Hall of Fame,1462,17.8,10.0,3.7,49.7,27.5,78.9,50.1,22.7,191.4,73.1,1
437,Dean Garrett,/players/g/garrede01.html,1997,2002,C,5,208,102,1966-11-27,0,0,0,0,359,4.8,5.0,0.6,48.0,-,67.7,48.0,13.3,14.1,71.8,1
438,Pat Garrity,/players/g/garripa01.html,1999,2008,F,9,206,107,1976-08-23,0,0,0,0,552,7.3,2.6,0.8,41.7,39.8,80.6,50.6,10.7,18.7,61.333333333333336,1
439,Chris Gatling,/players/g/gatlich01.html,1992,2002,FC,10,208,99,1967-09-03,1,0,0,0,700,10.3,5.3,0.7,51.3,24.9,66.0,51.7,17.6,32.1,70.0,1
440,Kenny Gattison,/players/g/gattike01.html,1987,1996,FC,9,203,102,1964-05-23,0,0,0,0,494,7.9,4.7,0.9,52.0,8.3,64.9,52.0,13.0,16.9,54.888888888888886,0
441,Andrew Gaze,/players/g/gazean01.html,1994,1999,G,5,201,92,1965-07-24,0,0,0,0,26,1.7,0.5,0.4,38.1,37.5,100.0,48.8,9.6,0.1,5.2,0
442,Matt Geiger,/players/g/geigema01.html,1993,2002,C,9,213,110,1969-09-10,0,0,0,0,552,9.2,5.7,0.7,49.9,23.2,72.8,50.1,15.2,28.4,61.333333333333336,1
443,Mickaël Gelabale,/players/g/gelabmi01.html,2007,2013,F,6,201,97,1983-05-22,0,0,0,0,145,4.6,2.3,0.8,47.0,31.6,81.5,50.8,10.5,3.0,24.166666666666668,0
444,Devean George,/players/g/georgde01.html,2000,2010,GF,10,203,99,1977-08-29,0,0,0,0,630,5.6,3.1,0.9,39.2,34.3,72.1,45.6,10.6,18.2,63.0,1
446,Gus Gerard,/players/g/gerargu01.html,1975,1981,FG,6,203,90,1953-07-27,1,0,0,0,446,8.4,4.1,1.3,43.8,27.3,69.6,43.9,13.8,11.1,74.33333333333333,1
447,George Gervin,/players/g/gervige01.html,1973,1986,GF,13,201,81,1952-04-27,12,7,0,Hall of Fame,1060,25.1,5.3,2.6,50.4,27.1,84.1,50.7,21.4,116.3,81.53846153846153,1
448,John Gianelli,/players/g/gianejo01.html,1973,1980,CF,7,208,99,1950-06-10,0,0,0,0,541,7.8,5.9,1.5,47.0,-,70.2,47.0,11.7,23.0,77.28571428571429,1
449,Daniel Gibson,/players/g/gibsoda01.html,2007,2013,G,6,188,86,1986-02-27,0,0,0,0,397,7.8,2.0,2.0,40.2,40.7,78.0,51.2,10.8,16.0,66.16666666666667,1
450,Eddie Gill,/players/g/gilled01.html,2001,2009,G,8,183,86,1978-08-16,0,0,0,0,187,3.1,1.1,1.2,36.1,32.0,84.7,42.4,9.9,1.9,23.375,0
451,Kendall Gill,/players/g/gillke01.html,1991,2005,G,14,196,88,1968-05-25,0,0,0,0,966,13.4,4.1,3.0,43.4,30.0,75.4,44.8,14.7,47.8,69.0,1
452,Armen Gilliam,/players/g/gilliar01.html,1988,2000,FC,12,206,104,1964-05-28,0,0,0,0,929,13.7,6.9,1.2,48.9,0.0,77.6,48.9,16.4,58.1,77.41666666666667,1
454,Artis Gilmore,/players/g/gilmoar01.html,1972,1988,C,16,218,108,1949-09-21,11,0,5,Hall of Fame,1329,18.8,12.3,2.3,58.2,15.0,69.8,58.2,21.4,189.7,83.0625,1
455,Gordan Giriček,/players/g/giricgo01.html,2003,2008,GF,5,198,95,1977-06-20,0,0,0,0,384,9.6,2.5,1.5,44.2,36.8,82.3,48.6,11.8,8.0,76.8,1
456,Gerald Glass,/players/g/glassge01.html,1991,1996,GF,5,196,100,1967-11-12,0,0,0,0,201,7.7,2.5,1.5,43.3,23.6,64.3,44.2,13.3,1.8,40.2,0
457,Mike Glenn,/players/g/glennmi01.html,1978,1987,G,9,188,79,1955-09-10,0,0,0,0,593,7.6,1.2,1.6,54.2,28.6,85.5,54.3,15.1,25.3,65.88888888888889,1
458,Dion Glover,/players/g/glovedi01.html,2000,2005,G,5,196,103,1978-10-22,0,0,0,0,294,8.2,3.1,1.5,41.1,31.7,75.6,44.5,12.8,5.8,58.8,0
459,Mike Gminski,/players/g/gminsmi01.html,1981,1994,C,13,211,113,1959-08-03,0,0,0,0,938,11.7,6.9,1.3,46.5,12.2,84.3,46.5,16.3,55.9,72.15384615384616,1
461,Anthony Goldwire,/players/g/goldwan01.html,1996,2006,G,10,185,82,1971-09-06,0,0,0,0,266,6.3,1.3,2.8,40.7,38.6,79.2,47.9,12.7,6.4,26.6,0
462,Ryan Gomes,/players/g/gomesry01.html,2006,2014,F,8,201,113,1982-09-01,0,0,0,0,487,10.1,4.6,1.5,44.5,34.9,79.9,48.4,12.5,19.4,60.875,0
463,Glen Gondrezick,/players/g/gondrgl01.html,1978,1983,FG,5,198,98,1955-08-30,0,0,0,0,435,5.8,4.5,1.4,47.3,14.3,72.4,47.4,13.7,15.9,87.0,1
464,Drew Gooden,/players/g/goodedr01.html,2003,2016,F,13,208,113,1981-09-24,0,0,0,0,790,11.0,7.1,1.1,46.2,25.7,76.0,46.8,16.3,43.9,60.76923076923077,0
466,Ben Gordon,/players/g/gordobe01.html,2005,2015,G,10,190,90,1983-04-04,0,0,0,0,744,14.9,2.5,2.5,43.2,40.1,85.7,49.7,14.9,33.3,74.4,1
467,Gerald Govan,/players/g/govange01.html,1968,1976,FC,8,208,99,1942-01-02,1,0,0,0,681,7.7,10.5,3.2,40.5,20.8,67.8,40.6,10.2,27.0,85.125,1
469,Joey Graham,/players/g/grahajo01.html,2006,2011,F,5,201,102,1982-06-11,0,0,0,0,377,5.9,2.8,0.5,48.3,30.0,81.5,49.8,11.0,7.8,75.4,1
470,Stephen Graham,/players/g/grahast01.html,2006,2011,G,5,198,97,1982-06-11,0,0,0,0,239,4.0,1.8,0.5,44.6,30.8,76.6,47.7,8.2,1.7,47.8,0
471,Ron Grandison,/players/g/grandro01.html,1989,1996,F,7,198,97,1964-07-09,0,0,0,0,105,2.4,1.6,0.6,40.4,16.7,71.3,41.3,9.8,1.2,15.0,0
472,Danny Granger,/players/g/grangda01.html,2006,2015,F,9,206,100,1983-04-20,1,0,0,0,586,16.8,4.9,1.9,43.4,38.0,84.8,50.0,16.9,48.5,65.11111111111111,1
473,Brian Grant,/players/g/grantbr01.html,1995,2006,F,11,206,115,1972-03-05,0,0,0,0,756,10.5,7.4,1.2,49.0,21.4,74.6,49.1,14.9,54.5,68.72727272727273,1
474,Gary Grant,/players/g/grantga01.html,1989,2001,G,12,190,83,1965-04-21,0,0,0,0,552,7.9,2.3,5.5,45.0,27.8,77.6,46.2,13.4,12.0,46.0,0
475,Greg Grant,/players/g/grantgr01.html,1990,1996,G,6,170,63,1966-08-29,0,0,0,0,274,2.8,0.9,2.7,38.3,28.1,71.0,40.8,9.9,1.6,45.666666666666664,0
476,Harvey Grant,/players/g/grantha01.html,1989,1999,F,10,203,88,1965-07-04,0,0,0,0,783,9.9,4.4,1.6,46.9,26.7,70.9,47.3,12.7,36.4,78.3,1
477,Horace Grant,/players/g/grantho01.html,1988,2004,FC,16,208,97,1965-07-04,1,0,4,0,1165,11.2,8.1,2.2,50.9,6.3,69.2,50.9,16.0,118.2,72.8125,1
478,Paul Grant,/players/g/grantpa01.html,1999,2004,C,5,213,111,1974-01-06,0,0,0,0,16,1.8,1.1,0.2,44.8,-,37.5,44.8,4.0,-0.1,3.2,0
479,Aaron Gray,/players/g/grayaa01.html,2008,2014,C,6,213,122,1984-12-07,0,0,0,0,318,3.4,3.7,0.7,50.9,0.0,56.2,50.9,11.5,6.2,53.0,0
480,Stuart Gray,/players/g/grayst01.html,1985,1991,CF,6,213,106,1963-05-27,0,0,0,0,386,2.3,2.6,0.4,44.6,0.0,66.3,44.6,8.6,3.3,64.33333333333333,1
481,Jeff Grayer,/players/g/grayeje01.html,1989,1998,FG,9,196,90,1965-12-17,0,0,0,0,438,7.4,3.0,1.4,45.7,25.5,66.3,46.3,12.0,9.0,48.666666666666664,0
482,A.C. Green,/players/g/greenac01.html,1986,2001,FC,15,206,99,1963-10-04,1,0,0,0,1278,9.6,7.4,1.1,49.4,25.4,73.4,50.1,14.4,99.5,85.2,1
484,Lamar Green,/players/g/greenla01.html,1970,1975,FC,5,201,95,1947-03-22,0,0,0,0,411,5.2,6.2,0.8,43.0,-,66.0,43.0,10.6,7.4,82.2,1
485,Litterial Green,/players/g/greenli01.html,1993,1999,G,6,185,83,1970-03-07,0,0,0,0,148,2.9,0.5,1.2,42.0,7.7,66.5,42.3,11.6,1.6,24.666666666666668,0
486,Mike Green,/players/g/greenmi01.html,1974,1980,CF,6,208,90,1951-08-06,1,0,0,0,459,11.5,6.9,1.3,48.0,8.3,73.2,48.0,16.3,27.6,76.5,1
487,Rickey Green,/players/g/greenri01.html,1978,1992,G,14,183,77,1954-08-18,1,0,0,0,946,9.4,1.9,5.5,46.9,20.7,80.7,47.1,15.3,47.2,67.57142857142857,1
489,Sidney Green,/players/g/greensi02.html,1984,1993,FC,9,206,99,1961-01-04,0,0,0,0,679,7.5,6.1,0.9,45.4,3.7,73.8,45.5,12.1,17.4,75.44444444444444,1
490,Willie Green,/players/g/greenwi01.html,2004,2015,G,11,193,90,1981-07-28,0,0,0,0,731,8.3,1.8,1.4,42.5,34.6,76.5,47.1,11.0,12.9,66.45454545454545,1
491,Orien Greene,/players/g/greenor01.html,2006,2011,G,5,193,94,1982-02-04,0,0,0,0,131,2.5,1.5,1.2,38.7,21.2,64.2,40.4,6.1,-0.7,26.2,0
492,Dave Greenwood,/players/g/greenda01.html,1980,1991,FC,11,206,100,1957-05-27,0,0,0,0,823,10.2,7.9,2.0,47.7,13.8,76.5,47.8,13.6,46.4,74.81818181818181,1
494,Gary Gregor,/players/g/gregoga01.html,1969,1974,FC,5,201,102,1945-08-13,0,0,0,0,361,8.9,6.3,1.3,43.6,75.0,72.5,43.6,11.7,3.9,72.2,1
